,Player,Season,Team,dob,pos
14039,Michael Eyssimont,20222023,totals,1996-09-09,C/LW
14040,Matt Dumba,20222023,Minnesota Wild,1994-07-25,D
14041,Josh Mahura,20222023,Florida Panthers,1998-05-05,D
14042,Conor Timmins,20222023,totals,1998-09-18,D
14043,Teddy Blueger,20222023,totals,1994-08-15,C
14044,Nicolas Hague,20222023,Vegas Golden Knights,1998-12-05,D
14045,Cam York,20222023,Philadelphia Flyers,2001-01-05,D
14046,Chris Tanev,20222023,Calgary Flames,1989-12-20,D
14047,Cody Ceci,20222023,Edmonton Oilers,1993-12-21,D
14048,Rafael Harvey-Pinard,20222023,Montréal Canadiens,1999-01-06,LW/C
14049,Denis Malgin,20222023,totals,1997-01-18,C/W
14050,Carl Grundstrom,20222023,Los Angeles Kings,1997-12-01,RW/LW
14051,Jaret Anderson-Dolan,20222023,Los Angeles Kings,1999-09-12,C/LW
14052,Jake Walman,20222023,Detroit Red Wings,1996-02-20,D
14053,Craig Smith,20222023,totals,1989-09-05,RW/C
14054,Michael Pezzetta,20222023,Montréal Canadiens,1998-03-13,LW/C
14055,Mason Shaw,20222023,Minnesota Wild,1998-11-03,C/LW
14056,Tomas Nosek,20222023,Boston Bruins,1992-09-01,LW/C
14057,Derek Forbort,20222023,Boston Bruins,1992-03-04,D
14058,Jalen Chatfield,20222023,Carolina Hurricanes,1996-05-15,D
14059,John Marino,20222023,New Jersey Devils,1997-05-21,D
14060,Vladislav Gavrikov,20222023,totals,1995-11-21,D
14061,Caleb Jones,20222023,Chicago Blackhawks,1997-06-06,D
14062,Calvin de Haan,20222023,Carolina Hurricanes,1991-05-09,D
14063,Jake Middleton,20222023,Minnesota Wild,1996-01-02,D
14064,Jaycob Megna,20222023,totals,1992-12-10,D
14065,Ilya Lyubushkin,20222023,Buffalo Sabres,1994-04-06,D
14066,Erik Gudbranson,20222023,Columbus Blue Jackets,1992-01-07,D
14067,Julien Gauthier,20222023,totals,1997-10-15,RW
14068,Hudson Fasching,20222023,New York Islanders,1995-07-28,RW
14069,Nathan Bastian,20222023,New Jersey Devils,1997-12-06,RW/C
14070,Ryan Poehling,20222023,Pittsburgh Penguins,1999-01-03,C
14071,A.J. Greer,20222023,Boston Bruins,1996-12-14,LW
14072,Alexei Toropchenko,20222023,St Louis Blues,1999-06-25,RW
14073,Max Jones,20222023,Anaheim Ducks,1998-02-17,LW/RW
14074,Nicolas Deslauriers,20222023,Philadelphia Flyers,1991-02-22,LW/D
14075,Derek Grant,20222023,Anaheim Ducks,1990-04-20,C/W
14076,Joel Armia,20222023,Montréal Canadiens,1993-05-31,RW
14077,Nicklas Backstrom,20222023,Washington Capitals,1987-11-23,C
14078,Marcus Bjork,20222023,Columbus Blue Jackets,1997-11-24,D
14079,Denis Gurianov,20222023,totals,1997-06-07,RW
14080,Rasmus Kupari,20222023,Los Angeles Kings,2000-03-15,C/RW
14081,Nick Seeler,20222023,Philadelphia Flyers,1993-06-03,D
14082,Vinnie Hinostroza,20222023,Buffalo Sabres,1994-04-03,C/RW
14083,Jake Evans,20222023,Montréal Canadiens,1996-06-02,C/RW
14084,Jonas Brodin,20222023,Minnesota Wild,1993-07-12,D
14085,Radko Gudas,20222023,Florida Panthers,1990-06-05,D
14086,Alec Martinez,20222023,Vegas Golden Knights,1987-07-26,D
14087,Pat Maroon,20222023,Tampa Bay Lightning,1988-04-23,LW
14088,Erik Cernak,20222023,Tampa Bay Lightning,1997-05-28,D
14089,Tyler Myers,20222023,Vancouver Canucks,1990-02-01,D
14090,Tom Wilson,20222023,Washington Capitals,1994-03-29,RW
14091,Josh Archibald,20222023,Pittsburgh Penguins,1992-10-06,RW/LW
14092,Michael Stone,20222023,Calgary Flames,1990-06-07,D
14093,Derek Stepan,20222023,Carolina Hurricanes,1990-06-18,C
14094,Andrew Peeke,20222023,Columbus Blue Jackets,1998-03-17,D
14095,Connor Murphy,20222023,Chicago Blackhawks,1993-03-26,D
14096,Alex Belzile,20222023,Montréal Canadiens,1991-08-31,RW/C
14097,Juraj Slafkovsky,20222023,Montréal Canadiens,2004-03-30,LW
14098,Tyler Pitlick,20222023,St Louis Blues,1991-11-01,C/RW
14099,Saku Maenalanen,20222023,Winnipeg Jets,1994-05-29,LW/C
14100,Nick Blankenburg,20222023,Columbus Blue Jackets,1998-05-12,D
14101,Nicolas Aube-Kubel,20222023,totals,1996-05-10,RW/C
14102,Aliaksei Protas,20222023,Washington Capitals,2001-01-06,C
14103,Tyler Motte,20222023,totals,1995-03-10,C/W
14104,Jeremy Lauzon,20222023,Nashville Predators,1997-04-28,D
14105,Sean Walker,20222023,Los Angeles Kings,1994-11-13,D
14106,Josh Manson,20222023,Colorado Avalanche,1991-10-07,D
14107,TJ Brodie,20222023,Toronto Maple Leafs,1990-06-07,D
14108,Colin Blackwell,20222023,Chicago Blackhawks,1993-03-28,C/W
14109,Jon Merrill,20222023,Minnesota Wild,1992-02-03,D
14110,Johnathan Kovacevic,20222023,Montréal Canadiens,1997-07-12,D
14111,Carson Soucy,20222023,Seattle Kraken,1994-07-24,D
14112,Marc Staal,20222023,Florida Panthers,1987-01-13,D
14113,Henri Jokiharju,20222023,Buffalo Sabres,1999-06-17,D
14114,Brett Ritchie,20222023,totals,1993-07-01,RW
14115,Austin Watson,20222023,Ottawa Senators,1992-01-13,W/C
14116,Brendan Gallagher,20222023,Montréal Canadiens,1992-05-06,RW
14117,Rem Pitlick,20222023,Montréal Canadiens,1997-04-02,C/RW
14118,Zack MacEwen,20222023,totals,1996-07-08,C/RW
14119,Pierre-Edouard Bellemare,20222023,Tampa Bay Lightning,1985-03-06,C/LW
14120,Justin Barron,20222023,Montréal Canadiens,2001-11-15,D
14121,Nils Hoglander,20222023,Vancouver Canucks,2000-12-20,LW/RW
14122,Artem Zub,20222023,Ottawa Senators,1995-10-03,D
14123,Jujhar Khaira,20222023,Chicago Blackhawks,1994-08-13,LW/C
14124,Nils Aman,20222023,Vancouver Canucks,2000-02-07,C
14125,Dylan Holloway,20222023,Edmonton Oilers,2001-09-23,LW/C
14126,Sammy Blais,20222023,totals,1996-06-17,LW/RW
14127,Mario Ferraro,20222023,San Jose Sharks,1998-09-17,D
14128,Jesse Ylonen,20222023,Montréal Canadiens,1999-10-03,RW
14129,Mason Appleton,20222023,Winnipeg Jets,1996-01-15,C/RW
14130,Alexandre Carrier,20222023,Nashville Predators,1996-10-08,D
14131,Cole Sillinger,20222023,Columbus Blue Jackets,2003-05-16,C
14132,Jacob Bryson,20222023,Buffalo Sabres,1997-11-18,D
14133,Alexander Edler,20222023,Los Angeles Kings,1986-04-21,D
14134,Erik Brannstrom,20222023,Ottawa Senators,1999-09-02,D
14135,Brandon Duhaime,20222023,Minnesota Wild,1997-05-22,RW/LW
14136,Joel Kiviranta,20222023,Dallas Stars,1996-03-23,LW
14137,Elmer Soderblom,20222023,Detroit Red Wings,2001-07-05,LW/RW
14138,Drew O'Connor,20222023,Pittsburgh Penguins,1998-06-09,LW
14139,Mark Jankowski,20222023,Nashville Predators,1994-09-13,C
14140,Brett Leason,20222023,Anaheim Ducks,1999-04-30,RW
14141,Jake Neighbours,20222023,St Louis Blues,2002-03-29,LW
14142,Cal Clutterbuck,20222023,New York Islanders,1987-11-18,RW
14143,Brett Howden,20222023,Vegas Golden Knights,1998-03-29,C
14144,Zach Werenski,20222023,Columbus Blue Jackets,1997-07-19,D
14145,Lukas Sedlak,20222023,totals,1993-02-25,C/LW
14146,Patrick Brown,20222023,totals,1992-05-29,C/RW
14147,Jordan Greenway,20222023,totals,1997-02-16,LW
14148,Jan Rutta,20222023,Pittsburgh Penguins,1990-07-29,D
14149,Rasmus Asplund,20222023,totals,1997-12-03,C/W
14150,Gavin Bayreuther,20222023,Columbus Blue Jackets,1994-05-12,D
14151,Zach Whitecloud,20222023,Vegas Golden Knights,1996-11-28,D
14152,Dylan Samberg,20222023,Winnipeg Jets,1999-01-24,D
14153,MacKenzie Entwistle,20222023,Chicago Blackhawks,1999-07-14,RW/C
14154,Scott Harrington,20222023,totals,1993-03-10,D
14155,Devin Shore,20222023,Edmonton Oilers,1994-07-19,C
14156,Mattias Samuelsson,20222023,Buffalo Sabres,2000-03-14,D
14157,Ryan Reaves,20222023,totals,1987-01-20,RW
14158,Dante Fabbro,20222023,Nashville Predators,1998-06-20,D
14159,Troy Stecher,20222023,totals,1994-04-07,D
14160,Kevin Stenlund,20222023,Winnipeg Jets,1996-09-20,C
14161,Zach Aston-Reese,20222023,Toronto Maple Leafs,1994-08-10,C/W
14162,Noah Gregor,20222023,San Jose Sharks,1998-07-28,C
14163,Mark Kastelic,20222023,Ottawa Senators,1999-03-11,C
14164,Josh Brown,20222023,Arizona Coyotes,1994-01-21,D
14165,Jakob Pelletier,20222023,Calgary Flames,2001-03-07,LW/C
14166,Chris Tierney,20222023,totals,1994-07-01,C
14167,Nikita Alexandrov,20222023,St Louis Blues,2000-09-16,C
14168,Vitali Kravtsov,20222023,totals,1999-12-23,RW
14169,Jonah Gadjovich,20222023,San Jose Sharks,1998-10-12,LW
14170,Brad Hunt,20222023,Colorado Avalanche,1988-08-24,D
14171,Boris Katchouk,20222023,Chicago Blackhawks,1998-06-18,LW
14172,Liam Foudy,20222023,Columbus Blue Jackets,2000-02-04,C/RW
14173,Karson Kuhlman,20222023,totals,1995-09-26,C/RW
14174,Simon Benoit,20222023,Anaheim Ducks,1998-09-19,D
14175,Jarred Tinordi,20222023,Chicago Blackhawks,1992-02-20,D
14176,Jayson Megna,20222023,totals,1990-02-01,C
14177,Liam O'Brien,20222023,Arizona Coyotes,1994-07-29,C/LW
14178,Joel Edmundson,20222023,Montréal Canadiens,1993-06-28,D
14179,Philip Broberg,20222023,Edmonton Oilers,2001-06-25,D
14180,Erik Johnson,20222023,Colorado Avalanche,1988-03-21,D
14181,Jack Studnicka,20222023,totals,1999-02-18,C
14182,Reese Johnson,20222023,Chicago Blackhawks,1998-07-10,C/RW
14183,Vasily Podkolzin,20222023,Vancouver Canucks,2001-06-24,RW
14184,Lukas Reichel,20222023,Chicago Blackhawks,2002-05-17,LW/RW
14185,Philip Tomasino,20222023,Nashville Predators,2001-07-28,C/W
14186,Daniil Miromanov,20222023,Vegas Golden Knights,1997-07-11,D/RW
14187,Jakub Voracek,20222023,totals,1989-08-15,RW
14188,Jake Bean,20222023,Columbus Blue Jackets,1998-06-09,D
14189,Gustav Lindstrom,20222023,Detroit Red Wings,1998-10-20,D
14190,David Gustafsson,20222023,Winnipeg Jets,2000-04-11,C
14191,Cole Guttman,20222023,Chicago Blackhawks,1999-04-06,C
14192,Simon Holmstrom,20222023,New York Islanders,2001-05-24,RW/LW
14193,Jakub Lauko,20222023,Boston Bruins,2000-03-28,W
14194,Rudolfs Balcers,20222023,totals,1997-04-08,LW/RW
14195,Joey Anderson,20222023,totals,1998-06-19,RW
14196,Jansen Harkins,20222023,Winnipeg Jets,1997-05-23,C
14197,Curtis Lazar,20222023,totals,1995-02-02,C/RW
14198,Sam Carrick,20222023,Anaheim Ducks,1992-02-04,C/RW
14199,Connor Mackey,20222023,totals,1996-09-12,D
14200,Nick Robertson,20222023,Toronto Maple Leafs,2001-09-11,LW
14201,Filip Zadina,20222023,Detroit Red Wings,1999-11-27,RW/LW
14202,Jordan Oesterle,20222023,Detroit Red Wings,1992-06-25,D
14203,Tanner Pearson,20222023,Vancouver Canucks,1992-08-10,LW
14204,Isaak Phillips,20222023,Chicago Blackhawks,2001-09-28,D
14205,Robert Hagg,20222023,Detroit Red Wings,1995-02-08,D
14206,Ian Mitchell,20222023,Chicago Blackhawks,1999-01-18,D
14207,Ben Harpur,20222023,New York Rangers,1995-01-12,D
14208,Nathan Walker,20222023,St Louis Blues,1994-02-07,LW
14209,Dylan Gambrell,20222023,Ottawa Senators,1996-08-26,C/RW
14210,Jacob MacDonald,20222023,totals,1993-02-26,D/LW
14211,Nikita Zaitsev,20222023,totals,1991-10-29,D
14212,Chris Wideman,20222023,Montréal Canadiens,1990-01-07,D
14213,Riley Stillman,20222023,totals,1998-03-09,D
14214,Brendan Smith,20222023,New Jersey Devils,1989-02-08,D
14215,Patrik Nemeth,20222023,Arizona Coyotes,1992-02-08,D
14216,Niko Mikkola,20222023,totals,1996-04-27,D
14217,Walker Duehr,20222023,Calgary Flames,1997-11-23,RW
14218,Alex Holtz,20222023,New Jersey Devils,2002-01-23,RW
14219,Luke Evangelista,20222023,Nashville Predators,2002-02-21,RW
14220,Robin Salo,20222023,New York Islanders,1998-10-13,D
14221,Phillip Di Giuseppe,20222023,Vancouver Canucks,1993-10-09,LW/RW
14222,Zac Dalpe,20222023,Florida Panthers,1989-11-01,C/RW
14223,Lane Pederson,20222023,totals,1997-08-04,C
14224,Tanner Laczynski,20222023,Philadelphia Flyers,1997-06-01,C
14225,Martin Kaut,20222023,totals,1999-10-02,RW
14226,Luke Glendening,20222023,Dallas Stars,1989-04-28,C/RW
14227,Ty Smith,20222023,Pittsburgh Penguins,2000-03-24,D
14228,Ridly Greig,20222023,Ottawa Senators,2002-08-08,C/LW
14229,Kiefer Sherwood,20222023,Nashville Predators,1995-03-31,W/C
14230,Dennis Gilbert,20222023,Calgary Flames,1996-10-30,D
14231,Fredrik Olofsson,20222023,Dallas Stars,1996-05-27,LW/C
14232,Matt Kiersted,20222023,Florida Panthers,1998-04-14,D
14233,Logan Brown,20222023,St Louis Blues,1998-03-05,C
14234,Givani Smith,20222023,totals,1998-02-27,RW/LW
14235,Kevin Bahl,20222023,New Jersey Devils,2000-06-27,D
14236,Brendan Lemieux,20222023,totals,1996-03-15,LW
14237,Alex Goligoski,20222023,Minnesota Wild,1985-07-30,D
14238,Zach Bogosian,20222023,Tampa Bay Lightning,1990-07-15,D
14239,Parker Kelly,20222023,Ottawa Senators,1999-05-14,LW/C
14240,Victor Soderstrom,20222023,Arizona Coyotes,2001-02-26,D
14241,Nick Cicek,20222023,San Jose Sharks,2000-05-29,D
14242,Vincent Desharnais,20222023,Edmonton Oilers,1996-05-29,D
14243,Colton White,20222023,Anaheim Ducks,1997-05-03,D
14244,Chad Ruhwedel,20222023,Pittsburgh Penguins,1990-05-07,D
14245,Nathan Beaulieu,20222023,Anaheim Ducks,1992-12-05,D
14246,Kurtis MacDermid,20222023,Colorado Avalanche,1994-03-25,D/LW
14247,Jack Johnson,20222023,totals,1987-01-13,D
14248,Max Pacioretty,20222023,Carolina Hurricanes,1988-11-20,LW
14249,Jordan Gross,20222023,Nashville Predators,1995-05-09,D
14250,Dryden Hunt,20222023,totals,1995-11-24,LW/C
14251,Justin Danforth,20222023,Columbus Blue Jackets,1993-03-15,RW/C
14252,Jakub Vrana,20222023,totals,1996-02-28,LW/RW
14253,Josh Norris,20222023,Ottawa Senators,1999-05-05,C
14254,Samuel Fagemo,20222023,Los Angeles Kings,2000-03-14,LW/RW
14255,Michael Carcone,20222023,Arizona Coyotes,1996-05-19,W/C
14256,Austin Czarnik,20222023,Detroit Red Wings,1992-12-12,C/RW
14257,Aatu Raty,20222023,totals,2002-11-14,C
14258,Ben Hutton,20222023,Vegas Golden Knights,1993-04-20,D
14259,Kyle Burroughs,20222023,Vancouver Canucks,1995-07-12,D
14260,Alex Chiasson,20222023,Detroit Red Wings,1990-10-01,RW/C
14261,Anthony Duclair,20222023,Florida Panthers,1995-08-26,W/C
14262,Joe Snively,20222023,Washington Capitals,1996-01-01,LW
14263,Aleksi Heponiemi,20222023,Florida Panthers,1999-01-09,C/W
14264,Philippe Myers,20222023,Tampa Bay Lightning,1997-01-25,D
14265,Pavol Regenda,20222023,Anaheim Ducks,1999-12-07,LW/RW
14266,Filip Roos,20222023,Chicago Blackhawks,1999-01-05,D
14267,Lawrence Pilut,20222023,Buffalo Sabres,1995-12-30,D
14268,Ryan Carpenter,20222023,New York Rangers,1991-01-18,C/RW
14269,Patric Hornqvist,20222023,Florida Panthers,1987-01-01,RW
14270,Tyler Tucker,20222023,St Louis Blues,2000-03-01,D
14271,Cal Foote,20222023,totals,1998-12-13,D
14272,Matt Irwin,20222023,Washington Capitals,1987-11-29,D
14273,Anders Bjork,20222023,totals,1996-08-05,LW/RW
14274,Andreas Johnsson,20222023,totals,1994-11-21,LW/RW
14275,Ryan Murray,20222023,Edmonton Oilers,1993-09-27,D
14276,Alex Alexeyev,20222023,Washington Capitals,1999-11-15,D
14277,Dylan Coghlan,20222023,Carolina Hurricanes,1998-02-19,D
14278,Grigori Denisenko,20222023,Florida Panthers,2000-06-24,LW
14279,Casey Fitzgerald,20222023,totals,1997-02-25,D
14280,Kale Clague,20222023,Buffalo Sabres,1998-06-05,D
14281,Andreas Englund,20222023,totals,1996-01-21,D
14282,John Hayden,20222023,Seattle Kraken,1995-02-14,C/RW
14283,Kyle Capobianco,20222023,Winnipeg Jets,1997-08-13,D
14284,Zack Kassian,20222023,Arizona Coyotes,1991-01-24,RW
14285,Beck Malenstyn,20222023,Washington Capitals,1998-02-04,LW
14286,Shane Wright,20222023,Seattle Kraken,2004-01-05,C
14287,Anthony Richard,20222023,Montréal Canadiens,1996-12-20,C/LW
14288,Byron Froese,20222023,Vegas Golden Knights,1991-03-12,C
14289,Zach Sanford,20222023,Nashville Predators,1994-11-09,LW
14290,Jordie Benn,20222023,Toronto Maple Leafs,1987-07-26,D
14291,Logan Stanley,20222023,Winnipeg Jets,1998-05-26,D
14292,Zac Jones,20222023,New York Rangers,2000-10-18,D
14293,Jonny Brodzinski,20222023,New York Rangers,1993-06-19,C/RW
14294,Michael McCarron,20222023,Nashville Predators,1995-03-07,RW/C
14295,Radim Simek,20222023,San Jose Sharks,1992-09-20,D
14296,Robert Bortuzzo,20222023,St Louis Blues,1989-03-18,D
14297,Gabriel Carlsson,20222023,Washington Capitals,1997-01-02,D
14298,Mac Hollowell,20222023,Toronto Maple Leafs,1998-09-26,D
14299,Nic Petan,20222023,Minnesota Wild,1995-03-22,C/W
14300,Otto Koivula,20222023,New York Islanders,1998-09-01,LW/C
14301,Christian Wolanin,20222023,Vancouver Canucks,1995-03-17,D
14302,Brayden Pachal,20222023,Vegas Golden Knights,1999-08-23,D
14303,Brandt Clarke,20222023,Los Angeles Kings,2003-02-09,D
14304,Kaedan Korczak,20222023,Vegas Golden Knights,2001-01-29,D
14305,Yegor Zamula,20222023,Philadelphia Flyers,2000-03-30,D
14306,Victor Mete,20222023,Toronto Maple Leafs,1998-06-07,D
14307,Ross Johnston,20222023,New York Islanders,1994-02-18,LW
14308,Jake Christiansen,20222023,Columbus Blue Jackets,1999-09-12,D
14309,Jack Drury,20222023,Carolina Hurricanes,2000-02-03,C
14310,Urho Vaakanainen,20222023,Anaheim Ducks,1999-01-01,D
14311,John Leonard,20222023,Nashville Predators,1998-08-07,LW
14312,Dave Gust,20222023,Chicago Blackhawks,1994-02-21,RW
14313,Joseph Cramarossa,20222023,Minnesota Wild,1992-10-26,C/LW
14314,Matej Blumel,20222023,Dallas Stars,2000-05-31,LW/RW
14315,Samuel Walker,20222023,Minnesota Wild,1999-06-07,C/RW
14316,Samuel Bolduc,20222023,New York Islanders,2000-12-09,D
14317,Matt Luff,20222023,Detroit Red Wings,1997-05-05,RW
14318,Brett Seney,20222023,Chicago Blackhawks,1996-02-28,LW/C
14319,Nikita Okhotyuk,20222023,New Jersey Devils,2000-12-04,D
14320,Jake Lucchini,20222023,Ottawa Senators,1995-05-09,C/LW
14321,Travis Dermott,20222023,Vancouver Canucks,1996-12-22,D
14322,Mark Friedman,20222023,Pittsburgh Penguins,1995-12-25,D
14323,Jakub Zboril,20222023,Boston Bruins,1997-02-21,D
14324,Libor Hajek,20222023,New York Rangers,1998-02-04,D
14325,Cole Koepke,20222023,Tampa Bay Lightning,1998-05-17,LW
14326,Kieffer Bellows,20222023,totals,1998-06-10,LW/C
14327,Ben Meyers,20222023,Colorado Avalanche,1998-11-15,C/LW
14328,Tim Berni,20222023,Columbus Blue Jackets,2000-02-11,D
14329,Alex Nylander,20222023,Pittsburgh Penguins,1998-03-02,W/C
14330,Kristian Reichel,20222023,Winnipeg Jets,1998-06-11,C
14331,Kyle Clifford,20222023,Toronto Maple Leafs,1991-01-13,LW
14332,Luke Philp,20222023,Chicago Blackhawks,1995-11-06,C/RW
14333,Andy Andreoff,20222023,New York Islanders,1991-05-17,C/LW
14334,Tucker Poolman,20222023,Vancouver Canucks,1993-06-08,D
14335,Vincent Iorio,20222023,Washington Capitals,2002-11-14,D
14336,Samuel Poulin,20222023,Pittsburgh Penguins,2001-02-25,RW/LW
14337,Jordan Spence,20222023,Los Angeles Kings,2001-02-24,D
14338,Corey Schueneman,20222023,Montréal Canadiens,1995-09-02,D
14339,Will Bitten,20222023,St Louis Blues,1998-07-10,RW/C
14340,Jake Muzzin,20222023,Toronto Maple Leafs,1989-02-21,D
14341,Steven Santini,20222023,St Louis Blues,1995-03-07,D
14342,Dominic Toninato,20222023,Winnipeg Jets,1994-03-09,C
14343,William Eklund,20222023,San Jose Sharks,2002-10-12,C/LW
14344,Brendan Gaunce,20222023,Columbus Blue Jackets,1994-03-25,C/LW
14345,Joona Koppanen,20222023,Boston Bruins,1998-02-25,C
14346,Jack Rathbone,20222023,Vancouver Canucks,1999-05-20,D
14347,Jesper Froden,20222023,Seattle Kraken,1994-09-21,RW
14348,Dylan McIlrath,20222023,Washington Capitals,1992-04-20,D
14349,Tobias Bjornfot,20222023,Los Angeles Kings,2001-04-06,D
14350,Olle Lycksell,20222023,Philadelphia Flyers,1999-08-24,W/C
14351,Ville Heinola,20222023,Winnipeg Jets,2001-03-02,D
14352,Mike Reilly,20222023,Boston Bruins,1993-07-13,D
14353,Guillaume Brisebois,20222023,Vancouver Canucks,1997-07-21,D
14354,Cale Fleury,20222023,Seattle Kraken,1998-11-19,D
14355,Parker Wotherspoon,20222023,New York Islanders,1997-08-24,D
14356,Will Lockwood,20222023,Vancouver Canucks,1998-06-20,RW
14357,Jonas Rondbjerg,20222023,Vegas Golden Knights,1999-03-31,LW/RW
14358,Jacob Bernard-Docker,20222023,Ottawa Senators,2000-06-30,D
14359,Wayne Simmonds,20222023,Toronto Maple Leafs,1988-08-26,RW
14360,Kevin Gravel,20222023,Nashville Predators,1992-03-06,D
14361,Marco Rossi,20222023,Minnesota Wild,2001-09-23,C
14362,Kevin Rooney,20222023,Calgary Flames,1993-05-21,C
14363,Joel Hanley,20222023,Dallas Stars,1991-06-08,D
14364,Haydn Fleury,20222023,Tampa Bay Lightning,1996-07-08,D
14365,Justin Braun,20222023,Philadelphia Flyers,1987-02-10,D
14366,Andrew Ladd,20222023,Arizona Coyotes,1985-12-12,LW
14367,Shea Weber,20222023,totals,1985-08-14,D
14368,Bryan Little,20222023,Arizona Coyotes,1987-11-12,C
14369,John Moore,20222023,Anaheim Ducks,1990-11-19,D
14370,Micheal Ferland,20222023,Vancouver Canucks,1992-04-20,LW/RW
14371,Nolan Patrick,20222023,Vegas Golden Knights,1998-09-19,C
14372,Chris Wagner,20222023,Boston Bruins,1991-05-27,RW/C
14373,Buddy Robinson,20222023,Chicago Blackhawks,1991-09-30,RW
14374,Sheldon Rempal,20222023,Vegas Golden Knights,1995-08-07,RW/LW
14375,Dan Renouf,20222023,Boston Bruins,1994-06-01,D
14376,Owen Beck,20222023,Montréal Canadiens,2004-02-03,C
14377,Oskar Olausson,20222023,Colorado Avalanche,2002-11-10,W/C
14378,Michael Kesselring,20222023,Arizona Coyotes,2000-01-13,D
14379,Gabriel Fortier,20222023,Tampa Bay Lightning,2000-02-06,LW/C
14380,Semyon Der-Arguchintsev,20222023,Toronto Maple Leafs,2000-09-15,C
14381,Jacob Peterson,20222023,Dallas Stars,1999-07-19,C/LW
14382,William Dufour,20222023,New York Islanders,2002-01-28,RW
